1	0	0	15	D2013	46	78	虹魔教主3	骨玉权杖	39134300	0	0	2018-02-04 17:11:18
1	0	0	15	D2013	46	78	虹魔教主3	骑士手镯	39134299	0	0	2018-02-04 17:11:18
1	0	0	4	D2013	44	76	法师	骑士手镯	39134299	1	0	2018-02-04 17:11:24
1	0	0	4	D2013	46	78	法师	骨玉权杖	39134300	1	0	2018-02-04 17:11:27
1	0	0	15	D2013	51	30	祖玛弓箭手1	骑士手镯	39991009	0	0	2018-02-04 17:14:36
1	0	0	15	D2013	55	30	祖玛弓箭手1	三眼手镯	40554684	0	0	2018-02-04 17:14:51
1	0	0	15	D2013	55	30	祖玛弓箭手1	泰坦戒指	40554683	0	0	2018-02-04 17:14:51
1	0	0	15	D2013	55	30	祖玛弓箭手1	恶魔铃铛	40554682	0	0	2018-02-04 17:14:51
1	0	0	4	D2013	50	29	法师	骑士手镯	39991009	1	0	2018-02-04 17:15:00
1	0	0	4	D2013	54	29	法师	三眼手镯	40554684	1	0	2018-02-04 17:15:03
1	0	0	4	D2013	55	29	法师	泰坦戒指	40554683	1	0	2018-02-04 17:15:03
1	0	0	4	D2013	56	29	法师	恶魔铃铛	40554682	1	0	2018-02-04 17:15:03
1	0	0	15	D2013	35	28	祖玛卫士3	三眼手镯	40554652	0	0	2018-02-04 17:16:00
1	0	0	4	D2013	35	28	法师	三眼手镯	40554652	1	0	2018-02-04 17:16:12
1	0	0	15	D2013	23	28	祖玛卫士3	绿色项链	40273428	0	0	2018-02-04 17:17:09
1	0	0	4	D2013	22	28	法师	绿色项链	40273428	1	0	2018-02-04 17:17:15
1	0	0	15	D2013	29	35	祖玛弓箭手1	龙纹剑	39708273	0	0	2018-02-04 17:18:54
1	0	0	4	D2013	28	34	法师	龙纹剑	39708273	1	0	2018-02-04 17:19:00
