1	0	0	15	MAYA2	46	66	祖玛雕像1	裁决之杖	14506121	0	0	2018-02-03 06:51:42
1	0	0	4	MAYA2	47	65	一个法师	裁决之杖	14506121	1	0	2018-02-03 06:51:42
1	0	0	15	MAYA2	44	64	祖玛雕像2	绿色项链	18101635	0	0	2018-02-03 06:52:54
1	0	0	4	MAYA2	44	64	一个法师	绿色项链	18101635	1	0	2018-02-03 06:52:57
1	0	0	15	MAYA2	42	50	祖玛弓箭手2	恶魔铃铛	16216653	0	0	2018-02-03 06:53:36
1	0	0	4	MAYA2	42	49	一个法师	恶魔铃铛	16216653	1	0	2018-02-03 06:53:48
1	0	0	15	MAYA2	49	50	牛魔王1	怒斩	16501548	0	0	2018-02-03 06:54:48
1	0	0	15	MAYA2	49	50	牛魔王1	灵魂项链	16501547	0	0	2018-02-03 06:54:48
1	0	0	15	MAYA2	49	50	牛魔王1	力量戒指	16501546	0	0	2018-02-03 06:54:48
1	0	0	4	MAYA2	49	49	一个法师	怒斩	16501548	1	0	2018-02-03 06:54:54
1	0	0	4	MAYA2	49	50	一个法师	力量戒指	16501546	1	0	2018-02-03 06:55:06
1	0	0	4	MAYA2	50	49	一个法师	灵魂项链	16501547	1	0	2018-02-03 06:55:09
1	0	0	15	MAYA2	56	45	祖玛雕像1	骑士手镯	17535894	0	0	2018-02-03 06:55:42
1	0	0	15	MAYA2	56	44	祖玛雕像1	灵魂项链	16400688	0	0	2018-02-03 06:55:51
1	0	0	15	MAYA2	56	44	祖玛雕像1	绿色项链	16400687	0	0	2018-02-03 06:55:51
1	0	0	4	MAYA2	55	43	一个法师	灵魂项链	16400688	1	0	2018-02-03 06:56:00
1	0	0	4	MAYA2	56	43	一个法师	绿色项链	16400687	1	0	2018-02-03 06:56:00
1	0	0	4	MAYA2	55	44	一个法师	骑士手镯	17535894	1	0	2018-02-03 06:56:03
1	0	0	15	SWCL	52	66	祖玛卫士2	裁决之杖	20578862	0	0	2018-02-03 06:58:30
1	0	0	4	SWCL	51	65	你遍布了我的梦	裁决之杖	20578862	1	0	2018-02-03 06:58:39
