1	0	0	15	MAYA2	36	12	祖玛弓箭手2	紫碧螺	43821286	0	0	2018-02-05 11:30:06
1	0	0	4	MAYA2	35	11	风道	紫碧螺	43821286	1	0	2018-02-05 11:30:33
1	0	0	15	SLG1	46	48	牛魔将军	力量戒指	53162981	0	0	2018-02-05 11:32:45
1	0	0	4	SLG1	45	48	无法无天	力量戒指	53162981	1	0	2018-02-05 11:33:12
1	0	0	15	SLG1	47	45	牛魔战士	绿色项链	53163040	0	0	2018-02-05 11:33:48
1	0	0	15	SLG1	53	51	牛魔战士	骑士手镯	53163011	0	0	2018-02-05 11:34:03
1	0	0	4	SLG1	52	52	无法无天	骑士手镯	53163011	1	0	2018-02-05 11:34:24
1	0	0	4	SLG1	47	44	无法无天	绿色项链	53163040	1	0	2018-02-05 11:34:30
1	0	0	15	SLG1	61	59	牛魔祭司	骨玉权杖	53163069	0	0	2018-02-05 11:35:03
1	0	0	15	SLG1	61	59	牛魔祭司	泰坦戒指	53163068	0	0	2018-02-05 11:35:03
1	0	0	15	SLG1	58	60	牛魔将军	龙之手镯	53162888	0	0	2018-02-05 11:35:27
1	0	0	15	SLG1	61	62	牛魔将军	骑士手镯	53162872	0	0	2018-02-05 11:35:42
1	0	0	15	SLG1	64	60	牛魔将军	骨玉权杖	53162986	0	0	2018-02-05 11:35:57
1	0	0	4	SLG1	57	59	无法无天	龙之手镯	53162888	1	0	2018-02-05 11:36:06
1	0	0	4	SLG1	61	61	无法无天	骑士手镯	53162872	1	0	2018-02-05 11:36:15
1	0	0	4	SLG1	64	60	无法无天	骨玉权杖	53162986	1	0	2018-02-05 11:36:15
1	0	0	4	SLG1	62	58	无法无天	骨玉权杖	53163069	1	0	2018-02-05 11:36:33
1	0	0	4	SLG1	61	59	无法无天	泰坦戒指	53163068	1	0	2018-02-05 11:36:57
1	0	0	15	SLG1	58	74	牛魔战士	骑士手镯	53163037	0	0	2018-02-05 11:37:15
1	0	0	15	SLG1	58	73	牛魔战士	力量戒指	53162902	0	0	2018-02-05 11:37:15
1	0	0	15	SLG1	60	61	牛魔将军	裁决之杖	53162877	0	0	2018-02-05 11:37:21
1	0	0	15	MAYA2	38	12	牛魔王1	龙之手镯	43531344	0	0	2018-02-05 11:37:33
1	0	0	4	SLG1	58	73	无法无天	力量戒指	53162902	1	0	2018-02-05 11:37:36
1	0	0	4	MAYA2	37	11	风道	龙之手镯	43531344	1	0	2018-02-05 11:37:39
1	0	0	4	SLG1	59	61	无法无天	裁决之杖	53162877	1	0	2018-02-05 11:37:42
1	0	0	4	SLG1	58	74	无法无天	骑士手镯	53163037	1	0	2018-02-05 11:37:48
