1	0	0	15	MAYA1	40	73	祖玛弓箭手2	灵魂项链	33719791	0	0	2018-02-05 12:50:33
1	0	0	4	MAYA1	40	73	无法无天	灵魂项链	33719791	1	0	2018-02-05 12:51:33
1	0	0	15	MAYA1	44	53	祖玛弓箭手1	恶魔铃铛	52790655	0	0	2018-02-05 12:52:51
1	0	0	15	MAYA1	44	53	祖玛弓箭手1	紫碧螺	52790654	0	0	2018-02-05 12:52:51
1	0	0	4	MAYA1	44	52	无法无天	紫碧螺	52790654	1	0	2018-02-05 12:53:09
1	0	0	4	MAYA1	43	52	无法无天	恶魔铃铛	52790655	1	0	2018-02-05 12:53:12
1	0	0	15	MAYA1	40	46	祖玛弓箭手2	龙之手镯	52981257	0	0	2018-02-05 12:54:18
1	0	0	4	MAYA1	40	45	无法无天	龙之手镯	52981257	1	0	2018-02-05 12:54:57
1	0	0	15	MAYA1	24	30	祖玛弓箭手1	力量戒指	20376804	0	0	2018-02-05 12:57:39
1	0	0	15	MAYA1	20	35	祖玛弓箭手1	恶魔铃铛	26752814	0	0	2018-02-05 12:57:45
1	0	0	15	MAYA1	22	28	祖玛弓箭手1	裁决之杖	45696357	0	0	2018-02-05 12:58:15
1	0	0	4	MAYA1	19	34	无法无天	恶魔铃铛	26752814	1	0	2018-02-05 12:58:15
1	0	0	4	MAYA1	21	27	无法无天	裁决之杖	45696357	1	0	2018-02-05 12:58:27
1	0	0	15	MAYA1	22	27	祖玛雕像1	恶魔铃铛	45505908	0	0	2018-02-05 12:58:39
1	0	0	4	MAYA1	23	29	无法无天	力量戒指	20376804	1	0	2018-02-05 12:58:57
1	0	0	4	MAYA1	21	26	无法无天	恶魔铃铛	45505908	1	0	2018-02-05 12:59:00
1	0	0	15	MAYA1	24	25	祖玛弓箭手1	三眼手镯	45505902	0	0	2018-02-05 12:59:03
1	0	0	4	MAYA1	24	24	无法无天	三眼手镯	45505902	1	0	2018-02-05 12:59:45
