1	0	0	0	0145	8	16	新年哈皮	圣战项链	11938151	1	0	2018-02-02 20:30:08
1	0	0	15	SLG1	49	46	牛魔将军	灵魂项链	18861481	0	0	2018-02-02 20:30:11
1	0	0	15	SWCL	25	36	祖玛卫士1	骑士手镯	15042983	0	0	2018-02-02 20:30:14
1	0	0	15	SLG1	51	46	牛魔将军	裁决之杖	18668928	0	0	2018-02-02 20:30:20
1	0	0	4	SLG1	48	45	牛B不是吹出来D	灵魂项链	18861481	1	0	2018-02-02 20:30:26
1	0	0	4	SLG1	52	48	牛B不是吹出来D	裁决之杖	18668928	1	0	2018-02-02 20:30:38
1	0	0	15	SLG1	47	19	牛魔将军	紫碧螺	18861384	0	0	2018-02-02 20:30:50
1	0	0	4	SLG1	46	18	妹特思棒威	紫碧螺	18861384	1	0	2018-02-02 20:30:56
1	0	0	15	SLG1	83	43	牛魔祭司	龙纹剑	18861423	0	0	2018-02-02 20:32:14
1	0	0	15	SLG1	55	51	牛魔祭司	龙之手镯	18668849	0	0	2018-02-02 20:32:14
1	0	0	4	SLG1	82	42	妹特思棒威	龙纹剑	18861423	1	0	2018-02-02 20:32:20
1	0	0	4	SLG1	55	51	牛B不是吹出来D	龙之手镯	18668849	1	0	2018-02-02 20:32:23
1	0	0	15	SLG1	44	39	牛魔祭司	灵魂项链	18668885	0	0	2018-02-02 20:33:17
1	0	0	15	SLG1	44	39	牛魔祭司	恶魔铃铛	18668884	0	0	2018-02-02 20:33:17
1	0	0	4	SLG1	44	39	牛B不是吹出来D	恶魔铃铛	18668884	1	0	2018-02-02 20:33:26
1	0	0	4	SLG1	43	38	牛B不是吹出来D	灵魂项链	18668885	1	0	2018-02-02 20:33:26
1	0	0	7	D71621	25	14	新年哈皮	圣战手镯	16318607	1	0	2018-02-02 20:34:44
1	0	0	7	D71621	25	14	新年哈皮	圣战手镯	11938880	1	0	2018-02-02 20:34:47
1	0	0	7	D71621	25	14	新年哈皮	圣战项链	11938151	1	0	2018-02-02 20:34:47
1	0	0	7	D71621	25	14	新年哈皮	圣战头盔	17737251	1	0	2018-02-02 20:34:47
1	0	0	4	D71621	24	14	哈哈个	圣战项链	11938151	1	0	2018-02-02 20:34:50
1	0	0	4	D71621	25	13	哈哈个	圣战手镯	16318607	1	0	2018-02-02 20:34:50
1	0	0	4	D71621	26	14	哈哈个	圣战头盔	17737251	1	0	2018-02-02 20:34:50
1	0	0	4	D71621	26	13	哈哈个	圣战手镯	11938880	1	0	2018-02-02 20:34:50
1	0	0	19	D71621	24	13	哈哈个	FZ-0_F3-0	0	1	新年哈皮	2018-02-02 20:35:32
1	0	0	10	3	324	327	牛B不是吹出来D	力量戒指	18861375	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	绿色项链	18861427	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	灵魂项链	18668885	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	灵魂项链	18861481	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	龙之手镯	18668849	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	恶魔铃铛	18668884	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	裁决之杖	18668928	1	装备回收	2018-02-02 20:35:41
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	10	3	324	327	牛B不是吹出来D	祖玛精魂	1073741939	1	装备回收	2018-02-02 20:35:44
1	0	0	19	SLG1	83	50	碰鹏	FZ-0_F3-0	0	1	#牛魔将军0	2018-02-02 20:37:14
1	0	0	19	DBZC	26	11	孤单一人	FZ-0_F3-0	0	1	#护宝人	2018-02-02 20:39:02
1	0	0	15	DBZC	24	11	护宝人	神秘宝盒	18916668	0	0	2018-02-02 20:39:20
