1	0	0	4	D2079	30	31	凤舞九天	力量戒指	14988068	1	0	2018-02-02 15:30:11
1	0	0	1	0145	7	6	B区	天魔神甲	15950617	1	0(21600)	2018-02-02 15:30:20
1	0	0	15	H007	40	73	祖玛雕像1	龙纹剑	12032796	0	0	2018-02-02 15:30:38
1	0	0	19	SLG1	11	58	致命诱惑	FZ-0_F3-0	0	1	#牛头魔	2018-02-02 15:32:02
1	0	0	15	H202	56	86	祖玛卫士4	龙之手镯	14515857	0	0	2018-02-02 15:32:14
1	0	0	15	H202	56	86	祖玛卫士4	力量戒指	14515856	0	0	2018-02-02 15:32:14
1	0	0	4	H202	55	85	风道	龙之手镯	14515857	1	0	2018-02-02 15:32:20
1	0	0	4	H202	57	85	风道	力量戒指	14515856	1	0	2018-02-02 15:32:20
1	0	0	15	H008	81	81	虹魔蝎卫	龙纹剑	13152065	0	0	2018-02-02 15:32:50
1	0	0	4	H008	80	82	新年哈皮	龙纹剑	13152065	1	0	2018-02-02 15:32:56
1	0	0	15	H202	48	57	祖玛弓箭手1	灵魂项链	15089286	0	0	2018-02-02 15:32:59
1	0	0	4	H202	47	56	风道	灵魂项链	15089286	1	0	2018-02-02 15:33:14
1	0	0	15	SLG1	36	29	牛魔将军	龙之手镯	16024252	0	0	2018-02-02 15:33:17
1	0	0	4	SLG1	35	28	冷漠的风	龙之手镯	16024252	1	0	2018-02-02 15:33:20
1	0	0	15	D2079	71	42	牛魔战士	绿色项链	14701104	0	0	2018-02-02 15:33:29
1	0	0	15	D2079	72	43	牛魔将军	龙纹剑	14895820	0	0	2018-02-02 15:33:38
1	0	0	15	D2079	74	41	牛魔祭司	骨玉权杖	14895846	0	0	2018-02-02 15:33:56
1	0	0	4	D2079	72	43	凤舞九天	龙纹剑	14895820	1	0	2018-02-02 15:33:59
1	0	0	4	D2079	71	42	凤舞九天	绿色项链	14701104	1	0	2018-02-02 15:34:02
1	0	0	4	D2079	74	40	凤舞九天	骨玉权杖	14895846	1	0	2018-02-02 15:34:11
1	0	0	15	MAYA3	50	40	双头金刚1	骨玉权杖	15941137	0	0	2018-02-02 15:35:29
1	0	0	4	MAYA3	50	40	孤单一人	骨玉权杖	15941137	1	0	2018-02-02 15:35:38
1	0	0	15	SLG1	30	31	牛魔将军	三眼手镯	16024279	0	0	2018-02-02 15:35:44
1	0	0	4	SLG1	29	30	冷漠的风	三眼手镯	16024279	1	0	2018-02-02 15:35:47
1	0	0	1	0145	8	12	致命诱惑	恶魔铃铛	6365	1	0(3995)	2018-02-02 15:36:02
1	0	0	1	0145	6	16	冷漠的风	龙之手镯	16024252	1	0(4080)	2018-02-02 15:36:05
1	0	0	1	0145	6	16	冷漠的风	龙之手镯	16024374	1	0(4620)	2018-02-02 15:36:08
1	0	0	1	0145	6	16	冷漠的风	三眼手镯	16024279	1	0(4270)	2018-02-02 15:36:29
1	0	0	15	MAYA3	45	21	祖玛弓箭手1	灵魂项链	15647871	0	0	2018-02-02 15:36:44
1	0	0	4	MAYA3	45	20	孤单一人	灵魂项链	15647871	1	0	2018-02-02 15:37:53
1	0	0	15	D2079	17	10	牛魔祭司	力量戒指	14895843	0	0	2018-02-02 15:38:26
1	0	0	15	D2079	16	11	牛魔将军	骑士手镯	16225990	0	0	2018-02-02 15:38:35
1	0	0	15	D2079	14	13	牛魔将军	力量戒指	16225986	0	0	2018-02-02 15:38:47
1	0	0	15	H106	97	53	地藏魔王	龙牙	15181597	0	0	2018-02-02 15:38:56
1	0	0	15	H106	97	53	地藏魔王	骨玉权杖	15181596	0	0	2018-02-02 15:38:56
1	0	0	4	H106	97	53	新年哈皮	龙牙	15181597	1	0	2018-02-02 15:39:02
1	0	0	4	H106	98	53	新年哈皮	骨玉权杖	15181596	1	0	2018-02-02 15:39:08
1	0	0	4	D2079	14	12	凤舞九天	力量戒指	16225986	1	0	2018-02-02 15:39:32
1	0	0	4	D2079	15	11	凤舞九天	骑士手镯	16225990	1	0	2018-02-02 15:39:47
1	0	0	4	D2079	17	9	凤舞九天	力量戒指	14895843	1	0	2018-02-02 15:39:50
